elected,expired,dob,pageUrl,education,constituency,name,club,votes,history,party,votes/_source,history-mp,history-senate,recent-mp,recent-senate,total-mp,total-senate
09-10-2011,None,"30-12-1974, Tarnowskie Góry",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=105,wyższe,29 Gliwice,Tomasz Głogowski,Klub Parlamentarny Platforma Obywatelska,15649,"poseł V kadencji, poseł VI kadencji",Platforma Obywatelska,15649,0:0:0:0:1:1:1,0:0:0:0:0:0:0:1,4,1,4,1
09-10-2011,None,"01-01-1960, Tomaszów Mazowiecki",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=296,wyższe,3 Wrocław,Sławomir Jan Piechota,Klub Parlamentarny Platforma Obywatelska,11750,"poseł V kadencji, poseł VI kadencji",Platforma Obywatelska,11750,0:0:0:0:1:1:1,0:0:0:0:0:0:0:1,4,1,4,1
09-10-2011,None,"01-06-1960, Wrocław",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=427,wyższe,3 Wrocław,Ewa Wolak,Klub Parlamentarny Platforma Obywatelska,11554,"poseł V kadencji, poseł VI kadencji",Platforma Obywatelska,11554,0:0:0:0:1:1:1,0:0:0:0:0:0:0:1,4,1,4,1
09-10-2011,None,"30-01-1956, Wodzisław Śląski",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=353,wyższe,30 Rybnik,Henryk Siedlaczek,Klub Parlamentarny Platforma Obywatelska,20019,"poseł V kadencji, poseł VI kadencji",Platforma Obywatelska,20019,0:0:0:0:1:1:1,0:0:0:0:0:0:0:1,4,1,4,1
09-10-2011,None,"05-07-1954, Sosnowiec",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=297,wyższe,31 Katowice,Elżbieta Apolonia Pierzchała,Klub Parlamentarny Platforma Obywatelska,14557,"poseł V kadencji, poseł VI kadencji",Platforma Obywatelska,14557,0:0:0:0:1:1:1,0:0:0:0:0:0:0:1,4,1,4,1
09-10-2011,None,"08-05-1947, Ruda Śląska",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=298,wyższe,31 Katowice,Danuta Pietraszewska,Klub Parlamentarny Platforma Obywatelska,25496,"poseł V kadencji, poseł VI kadencji",Platforma Obywatelska,25496,0:0:0:0:1:1:1,0:0:0:0:0:0:0:1,4,1,4,1
09-10-2011,None,"01-11-1965, Ruda Śląska",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=397,wyższe,31 Katowice,Grzegorz Tobiszowski,Klub Parlamentarny Prawo i Sprawiedliwość,13268,"poseł V kadencji, poseł VI kadencji",Prawo i Sprawiedliwość,13268,0:0:0:0:1:1:1,0:0:0:0:0:0:0:1,4,1,4,1
09-10-2011,None,"24-03-1980, Katowice",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=431,średnie ogólne,31 Katowice,Marek Wójcik,Klub Parlamentarny Platforma Obywatelska,10753,"poseł V kadencji, poseł VI kadencji",Platforma Obywatelska,10753,0:0:0:0:1:1:1,0:0:0:0:0:0:0:1,4,1,4,1
09-10-2011,None,"17-09-1971, Czeladź",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=006,wyższe,32 Sosnowiec,Waldemar Andzel,Klub Parlamentarny Prawo i Sprawiedliwość,10328,"poseł V kadencji, poseł VI kadencji",Prawo i Sprawiedliwość,10328,0:0:0:0:1:1:1,0:0:0:0:0:0:0:1,4,1,4,1
09-10-2011,None,"07-07-1953, Kłobuck",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=168,wyższe,32 Sosnowiec,Witold Klepacz,Klub Poselski Sojusz Lewicy Demokratycznej,6817,"poseł V kadencji, poseł VI kadencji",Sojusz Lewicy Demokratycznej,6817,0:0:0:0:1:1:1,0:0:0:0:0:0:0:1,4,1,4,1
09-10-2011,None,"11-01-1961, Sosnowiec",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=230,wyższe,32 Sosnowiec,Ewa Malik,Klub Parlamentarny Prawo i Sprawiedliwość,25214,"poseł V kadencji, poseł VI kadencji",Prawo i Sprawiedliwość,25214,0:0:0:0:1:1:1,0:0:0:0:0:0:0:1,4,1,4,1
09-10-2011,None,"17-05-1954, Dąbrowa Górnicza",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=232,wyższe,32 Sosnowiec,Beata Małecka-Libera,Klub Parlamentarny Platforma Obywatelska,23822,"poseł V kadencji, poseł VI kadencji",Platforma Obywatelska,23822,0:0:0:0:1:1:1,0:0:0:0:0:0:0:1,4,1,4,1
09-10-2011,None,"11-02-1966, Syców",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=164,wyższe,33 Kielce,Beata Kempa,Klub Parlamentarny Zjednoczona Prawica,70127,"poseł V kadencji, poseł VI kadencji",Prawo i Sprawiedliwość,70127,0:0:0:0:1:1:1,0:0:0:0:0:0:0:1,4,1,4,1
09-10-2011,None,"26-08-1951, Ostrowiec Świętokrzyski",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=282,wyższe,33 Kielce,Zbigniew Pacelt,Klub Parlamentarny Platforma Obywatelska,8842,"poseł V kadencji, poseł VI kadencji",Platforma Obywatelska,8842,0:0:0:0:1:1:1,0:0:0:0:0:0:0:1,4,1,4,1
09-10-2011,None,"06-04-1951, Suchedniów",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=452,wyższe,33 Kielce,Maria Zuba,Klub Parlamentarny Prawo i Sprawiedliwość,6222,"poseł V kadencji, poseł VI kadencji",Prawo i Sprawiedliwość,6222,0:0:0:0:1:1:1,0:0:0:0:0:0:0:1,4,1,4,1
09-10-2011,None,"08-11-1950, Sopot",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=199,średnie ogólne,34 Elbląg,Leonard Krasulski,Klub Parlamentarny Prawo i Sprawiedliwość,12790,"poseł V kadencji, poseł VI kadencji",Prawo i Sprawiedliwość,12790,0:0:0:0:1:1:1,0:0:0:0:0:0:0:1,4,1,4,1
09-10-2011,None,"04-06-1968, Olsztyn",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=009,wyższe,35 Olsztyn,Iwona Ewa Arent,Klub Parlamentarny Prawo i Sprawiedliwość,11955,"poseł V kadencji, poseł VI kadencji",Prawo i Sprawiedliwość,11955,0:0:0:0:1:1:1,0:0:0:0:0:0:0:1,4,1,4,1
09-10-2011,None,"26-02-1975, Olsztyn",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=044,wyższe,35 Olsztyn,Beata Bublewicz,Klub Parlamentarny Platforma Obywatelska,23262,"poseł V kadencji, poseł VI kadencji",Platforma Obywatelska,23262,0:0:0:0:1:1:1,0:0:0:0:0:0:0:1,4,1,4,1
09-10-2011,None,"07-06-1960, Morąg",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=362,wyższe,35 Olsztyn,Lidia Staroń,Klub Parlamentarny Platforma Obywatelska,16091,"poseł V kadencji, poseł VI kadencji",Platforma Obywatelska,16091,0:0:0:0:1:1:1,0:0:0:0:0:0:0:1,4,1,4,1
09-10-2011,None,"10-09-1961, Ostrów Wielkopolski",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=070,wyższe,36 Kalisz,Andrzej Dera,Klub Parlamentarny Zjednoczona Prawica,17606,"poseł V kadencji, poseł VI kadencji",Prawo i Sprawiedliwość,17606,0:0:0:0:1:1:1,0:0:0:0:0:0:0:1,4,1,4,1
09-10-2011,None,"20-02-1976, Kalisz",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=326,wyższe,36 Kalisz,Adam Rogacki,Poseł niezrzeszony,14903,"poseł V kadencji, poseł VI kadencji",Prawo i Sprawiedliwość,14903,0:0:0:0:1:1:1,0:0:0:0:0:0:0:1,4,1,4,1
09-10-2011,None,"25-03-1956, Czempiń",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=447,wyższe,36 Kalisz,Wojciech Ziemniak,Klub Parlamentarny Platforma Obywatelska,12713,"poseł V kadencji, poseł VI kadencji",Platforma Obywatelska,12713,0:0:0:0:1:1:1,0:0:0:0:0:0:0:1,4,1,4,1
09-10-2011,None,"12-04-1953, Murowana Goślina",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=061,wyższe,37 Konin,Witold Czarnecki,Klub Parlamentarny Prawo i Sprawiedliwość,10201,"poseł V kadencji, poseł VI kadencji",Prawo i Sprawiedliwość,10201,0:0:0:0:1:1:1,0:0:0:0:0:0:0:1,4,1,4,1
09-10-2011,None,"01-12-1965, Koźmin",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=073,wyższe,37 Konin,Zbigniew Dolata,Klub Parlamentarny Prawo i Sprawiedliwość,11939,"poseł V kadencji, poseł VI kadencji",Prawo i Sprawiedliwość,11939,0:0:0:0:1:1:1,0:0:0:0:0:0:0:1,4,1,4,1
09-10-2011,None,"23-05-1980, Kalisz",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=129,wyższe,37 Konin,Adam Hofman,Poseł niezrzeszony,24047,"poseł V kadencji, poseł VI kadencji",Prawo i Sprawiedliwość,24047,0:0:0:0:1:1:1,0:0:0:0:0:0:0:1,4,1,4,1
09-10-2011,None,"22-12-1956, Kwidzyn",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=266,wyższe,37 Konin,Tomasz Piotr Nowak,Klub Parlamentarny Platforma Obywatelska,24346,"poseł V kadencji, poseł VI kadencji",Platforma Obywatelska,24346,0:0:0:0:1:1:1,0:0:0:0:0:0:0:1,4,1,4,1
09-10-2011,None,"09-03-1979, Warszawa",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=197,wyższe,38 Piła,Maks Kraczkowski,Klub Parlamentarny Prawo i Sprawiedliwość,10389,"poseł V kadencji, poseł VI kadencji",Prawo i Sprawiedliwość,10389,0:0:0:0:1:1:1,0:0:0:0:0:0:0:1,4,1,4,1
09-10-2011,None,"03-12-1978, Szamotuły",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=334,wyższe,38 Piła,Jakub Rutnicki,Klub Parlamentarny Platforma Obywatelska,19784,"poseł V kadencji, poseł VI kadencji",Platforma Obywatelska,19784,0:0:0:0:1:1:1,0:0:0:0:0:0:0:1,4,1,4,1
09-10-2011,None,"23-03-1945, Londyn",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=089,średnie policealne/pomaturalne,39 Poznań,Arkady Fiedler,Klub Parlamentarny Platforma Obywatelska,17467,"poseł V kadencji, poseł VI kadencji",Platforma Obywatelska,17467,0:0:0:0:1:1:1,0:0:0:0:0:0:0:1,4,1,4,1
09-10-2011,None,"15-08-1973, Poznań",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=114,średnie ogólne,39 Poznań,Tomasz Górski,Poseł niezrzeszony,9197,"poseł V kadencji, poseł VI kadencji",Prawo i Sprawiedliwość,9197,0:0:0:0:1:1:1,0:0:0:0:0:0:0:1,4,1,4,1
09-10-2011,None,"26-09-1952, Wronki",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=120,wyższe,39 Poznań,Rafał Grupiński,Klub Parlamentarny Platforma Obywatelska,40510,"poseł V kadencji, poseł VI kadencji",Platforma Obywatelska,40510,0:0:0:0:1:1:1,0:0:0:0:0:0:0:1,4,1,4,1
09-10-2011,None,"27-07-1973, Poznań",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=402,wyższe,39 Poznań,Jacek Tomczak,Klub Parlamentarny Platforma Obywatelska,14547,"poseł V kadencji, poseł VI kadencji",Platforma Obywatelska,14547,0:0:0:0:1:1:1,0:0:0:0:0:0:0:1,4,1,4,1
09-10-2011,None,"08-03-1964, Poznań",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=213,wyższe,4 Bydgoszcz,Tomasz Latos,Klub Parlamentarny Prawo i Sprawiedliwość,20308,"poseł V kadencji, poseł VI kadencji",Prawo i Sprawiedliwość,20308,0:0:0:0:1:1:1,0:0:0:0:0:0:0:1,4,1,4,1
09-10-2011,None,"11-12-1979, Bydgoszcz",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=273,wyższe,4 Bydgoszcz,Paweł Olszewski,Klub Parlamentarny Platforma Obywatelska,9257,"poseł V kadencji, poseł VI kadencji",Platforma Obywatelska,9257,0:0:0:0:1:1:1,0:0:0:0:0:0:0:1,4,1,4,1
09-10-2011,None,"27-11-1968, Brzeg",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=096,wyższe,40 Koszalin,Stanisław Gawłowski,Klub Parlamentarny Platforma Obywatelska,27047,"poseł V kadencji, poseł VI kadencji",Platforma Obywatelska,27047,0:0:0:0:1:1:1,0:0:0:0:0:0:0:1,4,1,4,1
09-10-2011,None,"22-02-1954, Jelenin",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=128,wyższe,40 Koszalin,Czesław Hoc,Klub Parlamentarny Prawo i Sprawiedliwość,19942,"poseł V kadencji, poseł VI kadencji",Prawo i Sprawiedliwość,19942,0:0:0:0:1:1:1,0:0:0:0:0:0:0:1,4,1,4,1
09-10-2011,None,"13-11-1959, Połczyn Zdrój",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=434,wyższe,40 Koszalin,Stanisław Wziątek,Klub Poselski Sojusz Lewicy Demokratycznej,8838,"poseł V kadencji, poseł VI kadencji",Sojusz Lewicy Demokratycznej,8838,0:0:0:0:1:1:1,0:0:0:0:0:0:0:1,4,1,4,1
09-10-2011,None,"04-02-1968, Świerklaniec",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=042,wyższe,41 Szczecin,Joachim Brudziński,Klub Parlamentarny Prawo i Sprawiedliwość,38700,"poseł V kadencji, poseł VI kadencji",Prawo i Sprawiedliwość,38700,0:0:0:0:1:1:1,0:0:0:0:0:0:0:1,4,1,4,1
09-10-2011,None,"28-01-1950, Szczecin",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=176,wyższe,41 Szczecin,Magdalena Kochan,Klub Parlamentarny Platforma Obywatelska,14198,"poseł V kadencji, poseł VI kadencji",Platforma Obywatelska,14198,0:0:0:0:1:1:1,0:0:0:0:0:0:0:1,4,1,4,1
09-10-2011,None,"31-07-1970, Szczecin",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=219,wyższe,41 Szczecin,Arkadiusz Litwiński,Klub Parlamentarny Platforma Obywatelska,9396,"poseł V kadencji, poseł VI kadencji",Platforma Obywatelska,9396,0:0:0:0:1:1:1,0:0:0:0:0:0:0:1,4,1,4,1
09-10-2011,None,"17-03-1973, Sierpc",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=102,wyższe,5 Toruń,Zbigniew Girzyński,Poseł niezrzeszony,24907,"poseł V kadencji, poseł VI kadencji",Prawo i Sprawiedliwość,24907,0:0:0:0:1:1:1,0:0:0:0:0:0:0:1,4,1,4,1
09-10-2011,None,"04-10-1958, Aleksandrów Kujawski",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=184,wyższe,5 Toruń,Domicela Kopaczewska,Klub Parlamentarny Platforma Obywatelska,16992,"poseł V kadencji, poseł VI kadencji",Platforma Obywatelska,16992,0:0:0:0:1:1:1,0:0:0:0:0:0:0:1,4,1,4,1
09-10-2011,None,"08-12-1968, Mogilno",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=214,wyższe,5 Toruń,Tomasz Lenz,Klub Parlamentarny Platforma Obywatelska,28998,"poseł V kadencji, poseł VI kadencji",Platforma Obywatelska,28998,0:0:0:0:1:1:1,0:0:0:0:0:0:0:1,4,1,4,1
09-10-2011,None,"20-02-1978, Toruń",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=441,wyższe,5 Toruń,Łukasz Zbonikowski,Klub Parlamentarny Prawo i Sprawiedliwość,17327,"poseł V kadencji, poseł VI kadencji",Prawo i Sprawiedliwość,17327,0:0:0:0:1:1:1,0:0:0:0:0:0:0:1,4,1,4,1
09-10-2011,None,"16-11-1961, Puławy",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=160,wyższe,6 Lublin,Włodzimierz Karpiński,Klub Parlamentarny Platforma Obywatelska,16498,"poseł V kadencji, poseł VI kadencji",Platforma Obywatelska,16498,0:0:0:0:1:1:1,0:0:0:0:0:0:0:1,4,1,4,1
09-10-2011,None,"16-08-1954, Motycz",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=223,wyższe,6 Lublin,Jan Łopata,Klub Parlamentarny Polskiego Stronnictwa Ludowego,8725,"poseł V kadencji, poseł VI kadencji",Polskie Stronnictwo Ludowe,8725,0:0:0:0:1:1:1,0:0:0:0:0:0:0:1,4,1,4,1
09-10-2011,None,"26-09-1953, Oborniki Śląskie",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=245,wyższe,6 Lublin,Krzysztof Michałkiewicz,Klub Parlamentarny Prawo i Sprawiedliwość,11816,"poseł V kadencji, poseł VI kadencji",Prawo i Sprawiedliwość,11816,0:0:0:0:1:1:1,0:0:0:0:0:0:0:1,4,1,4,1
09-10-2011,None,"03-12-1975, Puławy",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=341,wyższe,6 Lublin,Małgorzata Sadurska,Klub Parlamentarny Prawo i Sprawiedliwość,15946,"poseł V kadencji, poseł VI kadencji",Prawo i Sprawiedliwość,15946,0:0:0:0:1:1:1,0:0:0:0:0:0:0:1,4,1,4,1
09-10-2011,None,"19-10-1967, Ostrów Mazowiecka",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=243,wyższe,7 Chełm,Beata Mazurek,Klub Parlamentarny Prawo i Sprawiedliwość,22249,"poseł V kadencji, poseł VI kadencji",Prawo i Sprawiedliwość,22249,0:0:0:0:1:1:1,0:0:0:0:0:0:0:1,4,1,4,1
09-10-2011,None,"09-06-1963, Krasnobród",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=440,wyższe,7 Chełm,Sławomir Zawiślak,Klub Parlamentarny Prawo i Sprawiedliwość,24478,"poseł V kadencji, poseł VI kadencji",Prawo i Sprawiedliwość,24478,0:0:0:0:1:1:1,0:0:0:0:0:0:0:1,4,1,4,1
09-10-2011,None,"27-09-1958, Zielona Góra",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=013,wyższe,8 Zielona Góra,Marek Ast,Klub Parlamentarny Prawo i Sprawiedliwość,12598,"poseł V kadencji, poseł VI kadencji",Prawo i Sprawiedliwość,12598,0:0:0:0:1:1:1,0:0:0:0:0:0:0:1,4,1,4,1
09-10-2011,None,"14-02-1952, Żary",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=048,wyższe,8 Zielona Góra,Bożenna Bukiewicz,Klub Parlamentarny Platforma Obywatelska,38017,"poseł V kadencji, poseł VI kadencji",Platforma Obywatelska,38017,0:0:0:0:1:1:1,0:0:0:0:0:0:0:1,4,1,4,1
09-10-2011,None,"25-03-1956, Zielona Góra",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=238,wyższe,8 Zielona Góra,Jerzy Materna,Klub Parlamentarny Prawo i Sprawiedliwość,12868,"poseł V kadencji, poseł VI kadencji",Prawo i Sprawiedliwość,12868,0:0:0:0:1:1:1,0:0:0:0:0:0:0:1,4,1,4,1
09-10-2011,2014-05-27,"26-05-1953, Warszawa",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=305,wyższe,16 Płock,Julia Pitera,Klub Parlamentarny Platforma Obywatelska,29095,"poseł V kadencji, poseł VI kadencji",Platforma Obywatelska,29095,0:0:0:0:1:1:1,0:0:0:0:0:0:0:1,4,1,4,1
09-10-2011,2014-05-27,"27-05-1953, Sokołów Małopolski",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=281,wyższe,23 Rzeszów,Stanisław Ożóg,Klub Parlamentarny Prawo i Sprawiedliwość,37160,"poseł V kadencji, poseł VI kadencji",Prawo i Sprawiedliwość,37160,0:0:0:0:1:1:1,0:0:0:0:0:0:0:1,4,1,4,1
09-10-2011,2014-05-27,"02-07-1963, Myszków",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=418,wyższe,28 Częstochowa,Jadwiga Wiśniewska,Klub Parlamentarny Prawo i Sprawiedliwość,34491,"poseł V kadencji, poseł VI kadencji",Prawo i Sprawiedliwość,34491,0:0:0:0:1:1:1,0:0:0:0:0:0:0:1,4,1,4,1
09-10-2011,2014-05-27,"18-03-1973, Wrocław",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=136,wyższe,3 Wrocław,Dawid Jackiewicz,Klub Parlamentarny Prawo i Sprawiedliwość,26648,"poseł V kadencji, poseł VI kadencji",Prawo i Sprawiedliwość,26648,0:0:0:0:1:1:1,0:0:0:0:0:0:0:1,4,1,4,1
09-10-2011,2014-08-21,"21-12-1973, Kłodzko",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=381,wyższe,2 Wałbrzych,Jakub Szulc,Klub Parlamentarny Platforma Obywatelska,17230,"poseł V kadencji, poseł VI kadencji",Platforma Obywatelska,17230,0:0:0:0:1:1:1,0:0:0:0:0:0:0:1,4,1,4,1
09-10-2011,2014-09-10,"08-05-1963, Mikołów",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=169,wyższe,30 Rybnik,Izabela Kloc,Klub Parlamentarny Prawo i Sprawiedliwość,12833,"poseł V kadencji, poseł VI kadencji",Prawo i Sprawiedliwość,12833,0:0:0:0:1:1:1,0:0:0:0:0:0:0:1,4,1,4,1
09-10-2011,2014-09-10,"20-07-1961, Nieskurzów Stary",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=332,wyższe,33 Kielce,Jarosław Rusiecki,Klub Parlamentarny Prawo i Sprawiedliwość,7323,"poseł V kadencji, poseł VI kadencji",Prawo i Sprawiedliwość,7323,0:0:0:0:1:1:1,0:0:0:0:0:0:0:1,4,1,4,1
09-10-2011,2014-12-03,"14-05-1967, Ryki",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=455,wyższe,6 Lublin,Jarosław Żaczek,Klub Parlamentarny Sprawiedliwa Polska,11278,"poseł V kadencji, poseł VI kadencji",Prawo i Sprawiedliwość,11278,0:0:0:0:1:1:1,0:0:0:0:0:0:0:1,4,1,4,1
09-10-2011,2015-02-02,"09-07-1955, Wieluń",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=225,wyższe,11 Sieradz,Mieczysław Marcin Łuczak,Klub Parlamentarny Polskiego Stronnictwa Ludowego,9373,"poseł V kadencji, poseł VI kadencji",Polskie Stronnictwo Ludowe,9373,0:0:0:0:1:1:1,0:0:0:0:0:0:0:1,4,1,4,1
09-10-2011,None,"08-10-1963, Stąporków",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=076,wyższe,1 Legnica,Ewa Drozd,Klub Parlamentarny Platforma Obywatelska,14205,poseł VI kadencji,Platforma Obywatelska,14205,0:0:0:0:0:1:1,0:0:0:0:0:0:0:1,3,1,3,1
09-10-2011,None,"23-07-1974, Legnica",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=200,wyższe,1 Legnica,Robert Kropiwnicki,Klub Parlamentarny Platforma Obywatelska,6029,poseł VI kadencji,Platforma Obywatelska,6029,0:0:0:0:0:1:1,0:0:0:0:0:0:0:1,3,1,3,1
09-10-2011,None,"12-11-1976, Dobre Miasto",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=424,wyższe,1 Legnica,Norbert Wojnarowski,Klub Parlamentarny Platforma Obywatelska,5981,poseł VI kadencji,Platforma Obywatelska,5981,0:0:0:0:0:1:1,0:0:0:0:0:0:0:1,3,1,3,1
09-10-2011,None,"24-01-1962, Skierniewice",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=333,wyższe,10 Piotrków Trybunalski,Dorota Rutkowska,Klub Parlamentarny Platforma Obywatelska,10268,poseł VI kadencji,Platforma Obywatelska,10268,0:0:0:0:0:1:1,0:0:0:0:0:0:0:1,3,1,3,1
09-10-2011,None,"18-04-1969, Opoczno",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=395,wyższe,10 Piotrków Trybunalski,Robert Telus,Klub Parlamentarny Prawo i Sprawiedliwość,11305,poseł VI kadencji,Prawo i Sprawiedliwość,11305,0:0:0:0:0:1:1,0:0:0:0:0:0:0:1,3,1,3,1
09-10-2011,None,"10-03-1969, Lublin",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=078,wyższe,11 Sieradz,Artur Dunin,Klub Parlamentarny Platforma Obywatelska,9595,poseł VI kadencji,Platforma Obywatelska,9595,0:0:0:0:0:1:1,0:0:0:0:0:0:0:1,3,1,3,1
09-10-2011,None,"12-01-1963, Zgierz",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=126,wyższe,11 Sieradz,Agnieszka Hanajczyk,Klub Parlamentarny Platforma Obywatelska,16484,poseł VI kadencji,Platforma Obywatelska,16484,0:0:0:0:0:1:1,0:0:0:0:0:0:0:1,3,1,3,1
09-10-2011,None,"20-01-1961, Grabinka",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=311,wyższe,11 Sieradz,Piotr Polak,Klub Parlamentarny Prawo i Sprawiedliwość,9022,poseł VI kadencji,Prawo i Sprawiedliwość,9022,0:0:0:0:0:1:1,0:0:0:0:0:0:0:1,3,1,3,1
09-10-2011,None,"25-08-1984, Gryfice",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=403,wyższe,11 Sieradz,Cezary Tomczyk,Klub Parlamentarny Platforma Obywatelska,12748,poseł VI kadencji,Platforma Obywatelska,12748,0:0:0:0:0:1:1,0:0:0:0:0:0:0:1,3,1,3,1
09-10-2011,None,"10-11-1955, Tenczynek",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=010,wyższe,12 Kraków,Tadeusz Arkit,Klub Parlamentarny Platforma Obywatelska,12458,poseł VI kadencji,Platforma Obywatelska,12458,0:0:0:0:0:1:1,0:0:0:0:0:0:0:1,3,1,3,1
09-10-2011,None,"10-09-1977, Kraków",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=100,wyższe,13 Kraków,Łukasz Gibała,Poseł niezrzeszony,18583,poseł VI kadencji,Platforma Obywatelska,18583,0:0:0:0:0:1:1,0:0:0:0:0:0:0:1,3,1,3,1
09-10-2011,None,"29-06-1975, Gorlice",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=240,wyższe,13 Kraków,Katarzyna Matusik-Lipiec,Klub Parlamentarny Platforma Obywatelska,22178,poseł VI kadencji,Platforma Obywatelska,22178,0:0:0:0:0:1:1,0:0:0:0:0:0:0:1,3,1,3,1
09-10-2011,None,"28-08-1958, Olkusz",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=278,wyższe,13 Kraków,Jacek Osuch,Klub Parlamentarny Prawo i Sprawiedliwość,10997,poseł VI kadencji,Prawo i Sprawiedliwość,10997,0:0:0:0:0:1:1,0:0:0:0:0:0:0:1,3,1,3,1
09-10-2011,None,"02-09-1949, Kraków",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=396,wyższe,13 Kraków,Ryszard Terlecki,Klub Parlamentarny Prawo i Sprawiedliwość,14726,poseł VI kadencji,Prawo i Sprawiedliwość,14726,0:0:0:0:0:1:1,0:0:0:0:0:0:0:1,3,1,3,1
